headword,pos,CEFR,CoreInventory 1,CoreInventory 2,Threshold
bride,noun,A2,Family life,,Personal identification
bridge,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
brief,adjective,B1,,,
briefly,adverb,B1,,,
bright,adjective,A1,,,
brightly,adverb,B1,,,
brilliant,adjective,A2,,,
brilliantly,adverb,B2,,,
bring,verb,A1,,,
broad,adjective,B1,,,
broadband,noun,B2,,,
broadcast,noun,B1,"News, lifestyles and current affairs",Media,"Free time, entertainment"
broadcast,verb,B2,,,
broadcaster,noun,B2,Work and Jobs,Media,Personal identification
broaden,verb,B2,,,
broadly,adverb,B2,,,
broccoli,noun,B1,Food and drink,,Food and drink
brochure,noun,B2,,,
broken,adjective,A1,,,
bronze,noun,B1,Education,,
brother,noun,A1,Family life,,Personal identification
brotherhood,noun,B1,Family life,,
brother-in-law,noun,B2,,,Personal identification
brown,adjective,A1,,,
brown,noun,A2,,,
browse,verb,B2,,,
browser,noun,B2,,,
bruise,noun,B2,,,
brush,noun,A1,Education,Objects and rooms,Shopping
brush,verb,A1,,,
bubble,noun,B1,,,
bucket,noun,A1,Objects and rooms,,Shopping
bud,noun,B2,,,
buddy,noun,B1,,,
budget,adjective,B2,,,
budget,noun,A2,Work and Jobs,,Services
bug,noun,A2,,,
build,verb,A1,,,
builder,noun,B1,Work and Jobs,,Personal identification
building,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
bulb,noun,A2,,,
bulimia,noun,B2,Technical and legal language,,
bull,noun,B1,,,
bullet,noun,B1,"News, lifestyles and current affairs",,
bulletin,noun,B1,,,
bully,verb,B2,,,
bum,noun,B2,,,
bump,verb,B1,,,
bumper,noun,B2,,,
bun,noun,B2,,,Food and drink
bunch,noun,B1,Collocation,,
burden,noun,B1,,,
burden,verb,B2,,,
burdensome,adjective,B2,,,
bureau,noun,B1,"Things in the town, shops and shopping",,
bureaucracy,noun,B2,Work and Jobs,,
burger,noun,A1,Food and drink,,Food and drink
burglar,noun,B1,"News, lifestyles and current affairs",,
burglary,noun,B2,"News, lifestyles and current affairs",,
burgle,verb,B2,,,
burial,noun,B2,Family life,,Daily life
burn,noun,A2,,,
burn,verb,B1,,,
burning,adjective,B1,,,
burst,verb,B1,,,
bury,verb,A2,,,
bus,noun,A1,Ways of travelling,"Things in the town, shops and shopping",Travel
bus station,noun,A2,,,Travel
bus stop,noun,A2,,,Travel
bush,noun,A2,"Things in the town, shops and shopping",,Places
business,noun,A1,Work and Jobs,,Daily life
businessman,noun,A2,Work and Jobs,,Personal identification
businesswoman,noun,A2,,,Personal identification
bust,verb,B1,,,
bustle,verb,B2,,,
bustling,adjective,B2,,,
busy,adjective,A1,,,
but,conjunction,A1,,,
but,preposition,B1,,,
butcher,noun,B1,Work and Jobs,Shopping,Personal identification
butcher,verb,B2,,,
butter,noun,A1,Food and drink,,Food and drink
butterfly,noun,A1,,,
button,noun,A1,Clothes,,Shopping
buy,verb,A1,,,
buyer,noun,B1,,,Personal identification
buzz,noun,B2,,,
buzz,verb,B2,,,
by,preposition,A1,,,
bye,noun,A1,,,
cab,noun,A2,Ways of travelling,"Things in the town, shops and shopping",Travel
cabbage,noun,B1,Food and drink,,Food and drink
cabin,noun,B1,Ways of travelling,Travel and services vocab,Travel
cabinet,noun,B2,,,"House and home, environment"
cable,noun,B2,,,
cafe/café,noun,A1,"Things in the town, shops and shopping",,Food and drink
cafeteria,noun,A2,"Things in the town, shops and shopping",,Food and drink
cage,noun,B1,Objects and rooms,,
cake,noun,A1,Food and drink,,Food and drink
calculate,verb,B1,,,
calculation,noun,B1,Education,,Education
calculator,noun,B1,Objects and rooms,,Shopping
calendar,noun,A2,,,"House and home, environment"
calf,noun,B1,,,
call,noun,A1,,,Services
call,verb,A2,,,
caller,noun,B1,,,
calm,adjective,B1,,,
calmly,adverb,B2,,,
calmness,noun,B1,,,
camel,noun,B1,,,
camera,noun,A1,Objects and rooms,,Travel
camp,noun,A1,Leisure activities,,"Free time, entertainment"
camp,verb,A2,,,
campaign,noun,B2,,,
camping,noun,A2,,,"Free time, entertainment"
campsite,noun,B1,Leisure activities,,"Free time, entertainment"
campus,noun,A2,Education,,Education
can,modal auxiliary,A1,,,
can,noun,A2,,,Shopping
canal,noun,B1,,,"House and home, environment"
cancel,verb,B1,,,
cancer,noun,B1,,,Health and body care
candidate,noun,B2,,,
candle,noun,B1,Objects and rooms,,Shopping
candy,noun,A1,Food and drink,,Food and drink
cane,noun,B2,,,
canned,adjective,B1,,,
cannonball,noun,B2,,,
canon,noun,B2,Books and literature,,
canteen,noun,B1,"Things in the town, shops and shopping",,Food and drink
cap,noun,A1,Clothes,,Shopping
capability,noun,B2,,,
capable,adjective,B1,,,
capacity,noun,B1,,,
capital,noun,A2,,,Places
capital letter,noun,A2,,,Language
capsule,noun,B1,,,
captain,noun,A2,Work and Jobs,,Personal identification
caption,noun,B2,,,
captive,noun,B2,"News, lifestyles and current affairs",,
capture,noun,B1,"News, lifestyles and current affairs",,
capture,verb,B1,,,
car,noun,A1,"Things in the town, shops and shopping",Ways of travelling,Travel
car park,noun,A2,,,Travel
caravan,noun,B2,,,
carbon,noun,B2,,,
carbon dioxide,noun,B2,,,
carbon footprint,noun,B2,,,
carbon monoxide,noun,B2,,,
card,noun,A1,Shopping,Objects and rooms,Shopping
cardboard,noun,B2,,,
cardigan,noun,B2,,,Shopping
care,noun,A1,,,Health and body care
care,verb,B1,,,
career,noun,B1,Work and Jobs,,Daily life
carefree,adjective,B2,,,
careful,adjective,A1,,,
carefully,adverb,A1,,,
careless,adjective,B1,,,
carelessly,adverb,B1,,,
carelessness,noun,B1,,,
caring,adjective,B2,,,
carnival,noun,B2,,,"Free time, entertainment"
carpet,noun,B1,Objects and rooms,,"House and home, environment"
carpool,noun,B2,,,Travel
carriage,noun,B1,Ways of travelling,,Travel
carrot,noun,A2,,,Shopping
carry,verb,A1,,,
carton,noun,B1,,,
cartoon,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
carve,verb,B2,,,
cascade,noun,B2,,,"House and home, environment"
case,noun,A1,Objects and rooms,,
cash,noun,A2,Shopping,,Services
cashpoint,noun,B1,"Things in the town, shops and shopping",,Services
cassette,noun,A2,Objects and rooms,,"Free time, entertainment"
cast,noun,B2,,,Personal identification
cast,verb,B2,,,
castle,noun,A2,,,"House and home, environment"
casual,adjective,B1,,,
casually,adverb,B2,,,
cat,noun,A1,,,
catalog/catalogue,noun,B2,,,Shopping
catalyst,noun,B2,,,
catastrophe,noun,B2,,,
catastrophic,adjective,B2,,,
catch,noun,A1,,,
catch,verb,A1,,,
catchy,adjective,B2,,,
categorization/categorisation,noun,B2,,,
categorize/categorise,verb,B1,,,
category,noun,B1,,,
catering,noun,B2,,,
cathedral,noun,B2,"Things in the town, shops and shopping",,"House and home, environment"
cattle,noun,B1,,,
cause,noun,B2,,,
cause,verb,A2,,,
caution,noun,B1,,,
cautious,adjective,B1,,,
cave,noun,B1,,,"House and home, environment"
CD,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
CD player,noun,A1,Objects and rooms,,"House and home, environment"
CD-ROM,noun,B1,Media,,"Free time, entertainment"
cease,verb,B2,,,
ceiling,noun,B2,Objects and rooms,,"House and home, environment"
celebrate,verb,A1,,,
celebration,noun,A1,,,Daily life
celebrity,noun,B1,Media,,Personal identification
cell,noun,B1,Education,,
cellar,noun,B2,Objects and rooms,,Shopping
cellist,noun,B2,Work and Jobs,,Personal identification
cello,noun,B2,,,
cemetery,noun,B2,"Things in the town, shops and shopping",,"House and home, environment"
cent,noun,A2,,,
center/centre,noun,A2,,,
centigrade,noun,B2,,,
centimeter/centimetre,noun,A2,,,
central,adjective,B1,,,
central heating,noun,B1,Objects and rooms,,"House and home, environment"
century,noun,A2,,,
cereal,noun,A2,,,Food and drink
ceremony,noun,B1,,,Daily life
certain,adjective,A2,,,
certainly,adverb,A2,,,
certainty,noun,B1,,,
certificate,noun,B2,Education,,Education
certification,noun,B2,Education,,
certify,verb,B2,,,
chain,noun,A2,,,
chair,noun,A1,Objects and rooms,,"House and home, environment"
chairman,noun,A2,,,
challenge,noun,A2,,,
challenge,verb,B2,,,
challenging,adjective,B1,,,
champagne,noun,A2,,,Food and drink
champion,noun,B1,,,Relations with other people
championship,noun,A2,,,
chance,noun,A2,,,
chancellor,noun,B2,,,
change,noun,A1,,,
change,verb,A1,,,
channel,noun,B1,,,"Free time, entertainment"
chaos,noun,B1,"News, lifestyles and current affairs",,
chaotic,adjective,B2,,,
chapter,noun,A2,Books and literature,Education,"Free time, entertainment"
character,noun,A1,,,Personal identification
characteristic,adjective,B2,,,
characteristic,noun,B1,,,
characterize/characterise,verb,B1,,,
charge,noun,B1,Shopping,,Shopping
charge,verb,B1,,,
chariot,noun,B1,Ways of travelling,Books and literature,
charity,noun,B1,,,
charm,noun,B1,,,
charming,adjective,B2,,,
chart,noun,A2,Education,,Education
chase,noun,B1,,,
chase,verb,B2,,,
chat,noun,B1,,,"Free time, entertainment"
chat,verb,A2,,,
chat show,noun,B1,Hobbies and pastimes,Media,"Free time, entertainment"
cheap,adjective,A2,,,
cheat,verb,B2,,,
check,noun,A1,,,Services
check,verb,A2,,,
check-in counter/check-in,noun,B1,Travel and services vocab,,Services
check-in desk/check-in,noun,B1,Travel and services vocab,,Services
checkout,noun,B1,Travel and services vocab,,Services
checkpoint,noun,B2,,,
cheek,noun,A2,,,Health and body care
cheeky,adjective,B2,,,
cheer,verb,A2,,,
cheerful,adjective,B1,,,
cheerfully,adverb,B2,,,
cheerfulness,noun,B2,,,
cheese,noun,A1,Food and drink,,Food and drink
chef,noun,A2,,,Personal identification
chemical,adjective,A2,,,
chemical,noun,B1,Scientific development,,
chemist,noun,B1,Work and Jobs,,Personal identification
chemistry,noun,B1,Education,,Education
chemotherapy,noun,B2,Scientific development,,
cheque,noun,A2,,,Services
cherish,verb,B1,,,
cherished,adjective,B2,,,
cherry,noun,B2,,,Food and drink
chess,noun,A2,,,"Free time, entertainment"
chest,noun,A2,,,Health and body care
chest of drawers,noun,B1,Objects and rooms,,"House and home, environment"
chew,verb,B2,,,
chewing gum,noun,B1,Food and drink,,Food and drink
chicken,noun,A1,Food and drink,,Food and drink
chief,adjective,B1,,,
chief,noun,B2,,,Personal identification
child,noun,A1,Family life,,Personal identification
childhood,noun,A2,,,
childish,adjective,B2,,,
chili/chilli,noun,A2,,,Food and drink
chimney,noun,B2,,,"House and home, environment"
chimpanzee,noun,A2,Education,,
chin,noun,A2,,,Health and body care
chip,noun,B2,,,
chirp,noun,A2,,,
chocolate,noun,A1,Food and drink,,Food and drink
choice,noun,A2,,,
choir,noun,B1,,,
choke,verb,B1,,,
choose,verb,A1,,,
chop,verb,B2,,,
Christian,adjective,B1,,,
chronological,adjective,B1,,,
chuckle,noun,B1,,,
chunk,noun,B2,,,
church,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
cigarette,noun,A2,Hobbies and pastimes,,"Free time, entertainment"
cinema,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
circle,noun,A1,,,
circle,verb,B1,,,
circuit,noun,B2,,,Travel
circuitry,noun,B2,,,
circular,adjective,B1,,,
circumstance,noun,B2,,,
circus,noun,B1,"Things in the town, shops and shopping",,"Free time, entertainment"
citizen,noun,A2,Nationalities and countries,,
citizenship,noun,B1,Nationalities and countries,,
city,noun,A1,,,"House and home, environment"
citywide,adjective,B2,,,
civil,adjective,B1,,,
civilization/civilisation,noun,B1,Education,,
claim,noun,B1,,,
claim,verb,A2,,,
clam,noun,B2,Food and drink,,Food and drink
clap,verb,B2,,,
clarify,verb,B2,,,
class,noun,A1,Education,,Education
classic,adjective,A2,,,
classic,noun,B2,,,
classical,adjective,B1,,,
classical music,noun,A2,,,
classification,noun,B2,,,
classify,verb,B1,,,
classmate,noun,A1,Education,,Relations with other people
classroom,noun,A1,Education,,Education
clause,noun,B2,,,Language
clean,adjective,A1,,,
clean,verb,A1,,,
cleaner,noun,A2,,,"House and home, environment"
clear,adjective,A2,,,
clear,verb,B1,,,
clearly,adverb,A2,,,
clearness,noun,B2,,,
clerical,adjective,B2,,,
clerk,noun,A2,Work and Jobs,,Personal identification
clever,adjective,A1,,,
click,noun,B1,,,
click,verb,A2,,,
client,noun,B2,Work and Jobs,,Personal identification
cliff,noun,B1,,,
climate,noun,B1,,,Weather
climate change,noun,B2,,,
climb,noun,A1,Leisure activities,,
climb,verb,A2,,,
climber,noun,B1,Leisure activities,,Personal identification
climbing,noun,A2,,,"Free time, entertainment"
clinic,noun,B1,"Things in the town, shops and shopping",,Health and body care
clip,noun,B1,,,
clock,noun,A1,Objects and rooms,,"House and home, environment"
clog,verb,B2,,,
clone,verb,A2,,,
close,adjective,A1,,,
close,verb,A1,,,
closed,adjective,A1,,,
closely,adverb,B1,,,
closure,noun,B2,,,
cloth,noun,A1,Objects and rooms,,Shopping
clothes,noun,A1,,,
clothing,noun,B2,,,Shopping
cloud,noun,A1,,,Weather
cloudy,adjective,A1,,,
clown,noun,A2,,,
club,noun,A1,Hobbies and pastimes,,Relations with other people
clue,noun,A2,,,Personal identification
clumsy,adjective,B2,,,
coach,noun,A1,Ways of travelling,,Personal identification
coach,verb,B2,,,
coaching,noun,B2,,,
coal,noun,B1,,,
coalition,noun,B2,,,
coarse,adjective,B2,,,
coast,noun,A2,,,"House and home, environment"
coast,verb,B1,,,
coastal,adjective,B1,,,
coastline,noun,B2,,,
coat,noun,A1,Clothes,,Shopping
cocktail,noun,B2,Food and drink,,Food and drink
cocoa,noun,B2,Food and drink,,Food and drink
coconut,noun,B2,Food and drink,,Food and drink
cod,noun,B1,Food and drink,,Food and drink
code,noun,A1,,,
coffee,noun,A1,Food and drink,,Food and drink
coffin,noun,B1,,,
coherence,noun,B2,,,
coherent,adjective,B2,,,
coin,noun,A2,Shopping,,Shopping
coincide,verb,B2,,,
coincidence,noun,B2,,,
coke,noun,A1,Food and drink,,Food and drink
cola,noun,A2,Food and drink,,Food and drink
cold,adjective,A1,,,
cold,noun,A1,Travel and services vocab,,Weather
collapse,noun,B1,"News, lifestyles and current affairs",,
collapse,verb,B2,,,
collar,noun,B1,Clothes,,Shopping
colleague,noun,B2,Work and Jobs,,Personal identification
collect,verb,A1,,,
collection,noun,A1,Hobbies and pastimes,,
collector,noun,B2,,,Personal identification
college,noun,A1,Education,"Things in the town, shops and shopping",Education
collocation,noun,B2,,,Language
colon,noun,B2,,,Language
colonial,adjective,B2,,,
color/colour,noun,A1,Colours,,
color/colour,verb,A1,Colours,,
colorful/colourful,adjective,A2,Colours,,
column,noun,A2,,,
columnist,noun,B1,Work and Jobs,,Personal identification
coma,noun,B2,,,
comb,noun,A2,,,Shopping
comb,verb,B2,,,
combination,noun,B1,,,
combine,verb,B1,,,
come,verb,A1,,,
comedian,noun,B1,,,Personal identification
comedy,noun,B1,Hobbies and pastimes,Arts,"Free time, entertainment"
comet,noun,B1,,,
comfort,noun,B1,,,
comfortable,adjective,A2,,,
comfortably,adverb,B2,,,
comic,adjective,A2,,,
comic,noun,A2,,,"Free time, entertainment"
comma,noun,B1,,,
command,noun,B1,,,
commander,noun,B2,Work and Jobs,,Personal identification
commemorate,verb,B2,,,
comment,noun,B1,,,
comment,verb,B2,,,
commerce,noun,B2,Work and Jobs,,
commercial,adjective,B1,,,
commercial,noun,B2,,,
commission,noun,B2,,,
commit,verb,B1,,,
commitment,noun,A2,,,
committee,noun,A2,,,
common,adjective,A2,,,
common sense,noun,B1,,,
commonly,adverb,B1,,,
commonwealth,noun,B2,Nationalities and countries,,
communicate,verb,A2,,,
communication,noun,A2,,,
communicative,adjective,B2,,,
community,noun,B2,,,
commute,verb,B2,,,
companion,noun,B1,,,
company,noun,A2,,,
comparative,noun,A2,,,
compare,verb,A2,,,
comparison,noun,B1,,,
compassion,noun,B2,,,
compassionate,adjective,B2,,,
compatible,adjective,B2,,,
compensate,verb,B2,,,
compensation,noun,B2,,,
compete,verb,B1,,,
competence,noun,B2,,,
competent,adjective,B2,,,
competition,noun,A2,,,
competitive,adjective,B1,,,
competitor,noun,B1,,,
compile,verb,B2,,,
complain,verb,A2,,,
complaint,noun,A2,,,
complement,noun,B1,,,
complete,adjective,A2,,,
complete,verb,B1,,,
completely,adverb,B1,,,
completion,noun,B2,Work and Jobs,,
complex,adjective,B1,,,
complexion,noun,B2,,,
complexity,noun,B2,,,
complicate,verb,B1,,,
complicated,adjective,B1,,,
compliment,noun,B1,,,
component,noun,B2,,,
compose,verb,B1,,,
composer,noun,A2,Work and Jobs,Art,Personal identification
composition,noun,B1,,,
compound,noun,B1,Education,,
comprehension,noun,B2,Education,,
comprehensive,adjective,B2,,,
compress,noun,B2,Technical and legal language,,
compression,noun,B2,,,
compromise,noun,B1,,,
compromise,verb,B2,,,
compulsory,adjective,B2,,,
compute,verb,B2,,,
computer,noun,A1,Objects and rooms,,"House and home, environment"
conceal,verb,B2,,,
concede,verb,B2,,,
conceit,noun,B2,,,
conceivable,adjective,B2,,,
conceive,verb,B2,,,
concentrate,verb,A2,,,
concentration,noun,B1,,,
concept,noun,B1,,,
conception,noun,B2,,,
concern,noun,A2,,,
concern,verb,B2,,,
concerned,adjective,B1,,,
concerning,preposition,B2,,,
concert,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
concession,noun,B2,,,
conclude,verb,B1,,,
conclusion,noun,B1,,,
concrete,adjective,B2,,,
concrete,noun,B2,,,
condemn,verb,B2,,,
condition,noun,A2,,,
conduct,noun,B1,,,
conduct,verb,B2,,,
conductor,noun,B2,,,Personal identification
cone,noun,B2,,,
conference,noun,B2,Work and Jobs,,
conferencing,noun,B2,,,
confess,verb,B2,,,
confession,noun,B2,Books and literature,,
confidence,noun,B1,,,
confident,adjective,A2,,,
confidently,adverb,B2,,,
confine,verb,B2,,,
confirm,verb,B1,,,
confirmation,noun,B1,Travel and services vocab,,
conflict,noun,B1,"News, lifestyles and current affairs",,
confront,verb,B2,,,
confuse,verb,A2,,,
confused,adjective,A2,,,
confusing,adjective,B1,,,
confusion,noun,B1,,,
congratulate,verb,B1,,,
conjunction,noun,B2,,,Language
connect,verb,B1,,,
connection/connexion,noun,B1,,,
conquer,verb,B1,,,
conquest,noun,B2,Education,Books and literature,
conscience,noun,B2,,,
conscious,adjective,B1,,,
consciousness,noun,B2,,,
consensus,noun,B2,,,
consent,noun,B2,,,
consequence,noun,A2,,,
consequently,adverb,B1,,,
conservation,noun,B1,,,
conservative,adjective,B1,,,
consider,verb,A2,,,
considerable,adjective,B1,,,
considerably,adverb,B2,,,
consideration,noun,B1,,,
considering,conjunction,B2,,,
considering,preposition,B2,,,
consist,verb,A2,,,
consistent,adjective,B2,,,
